Gender,GivenName,MiddleInitial,Surname,TropicalZodiac,Occupation,BloodType
male,Billy,J,Braxton,Virgo,Chef,A+
female,Geraldine,J,Wilson,Gemini,"Carpet installer",AB+
female,Tiffanie,B,Fiore,Scorpio,"Painting restorer",A+
female,Audrey,J,Eisenhauer,Cancer,"Harbor pilot",O+
male,Archie,D,Green,Aries,"Documentation specialist",O+
male,Cornelius,B,Adams,Capricorn,"Job training specialist",A+
female,Wynona,K,Ahmed,Scorpio,"Economic geographer",B+
male,Paul,L,Fogle,Aquarius,"Silvering applicator",B+
male,Eugene,S,Ponder,Scorpio,"Financial services sales agent",B+
female,Katie,J,Jensen,Pisces,"Job placement officer",A+
male,Scott,B,Coulson,Capricorn,"Appellate court judge",A+
female,Robin,H,Johnston,Aries,Packager,A+
female,Justina,C,Vanatta,Gemini,"Real estate appraiser",A+
male,James,C,Murray,Libra,"Disc jockey",O+
female,Anne,W,Jones,Libra,"Beauty care specialist",O-
male,Phillip,J,Heard,Pisces,"Power distributor",A+
female,Jessie,P,Scott,Sagittarius,"Flight attendant",O+
male,Daniel,J,Lage,Libra,"Fine arts photographer",O-
female,Mary,J,Lopez,Libra,Drafter,B+
male,Louis,D,Melgoza,Virgo,"Cardiovascular technologist",AB+
male,Benjamin,M,Timms,Capricorn,"Electrocardiograph (EKG) technician",O+
female,Mary,O,Higa,Leo,Stratigrapher,A-
female,Gladys,I,Squier,Scorpio,"Occupational therapist",O+
female,Mattie,A,Vince,Aquarius,"Support staff specialist",B+
male,Thomas,L,Johnson,Libra,"Managing editor",O+
male,Glenn,S,Cruz,Taurus,"Recruiting manager",B+
male,Anthony,L,Labombard,Aries,"Cruise ship worker",A-
male,Joe,C,Wolfe,Taurus,"Hearing therapist",O+
female,Nicole,D,Durst,Sagittarius,"Marine biologist",O+
male,John,S,Smith,Leo,"Photographic spotter",A+
male,Samuel,L,Allison,Virgo,"Public relations specialist",O+
female,Cara,A,Nickerson,Libra,Bucker,B+
male,John,K,Currier,Libra,"Small engine mechanic",A+
male,Lawrence,P,Hall,Scorpio,"Convention services manager",O+
male,Marc,S,Ray,Libra,"Data typist",O-
female,Amber,J,Gleason,Capricorn,"Astronautical engineer",A+
male,Dallas,K,Phair,Taurus,"Excavating and loading machine and dragline operator",O+
female,Joyce,E,Todd,Libra,Radiologist,AB+
female,Linda,R,Sutphin,Aquarius,"Managing editor",B+
male,Jeff,D,Cole,Gemini,"Maintenance and repair worker",O+
male,Henry,B,Munson,Scorpio,"Diesel train engineer",B+
male,Richard,G,Brinn,Taurus,"Lens polisher",B+
female,Elizabeth,A,Guild,Aries,"Network systems and data communications analyst",B+
male,Brian,W,Kent,Sagittarius,Stonemason,O+
male,Matthew,K,Mason,Scorpio,"Independent insurance agent",A+
male,Kurt,M,Oshea,Pisces,"Prosthetics technician",B+
male,Kelly,G,Betancourt,Sagittarius,"Allopathic surgeon",A+
male,Stuart,A,Nelson,Virgo,"Color printer operator",AB+
female,Catherine,K,Bock,Sagittarius,"Employment and placement manager",A+
male,Nicholas,J,Barnes,Gemini,"Addictions nurse",B+
male,Edward,K,Alfaro,Virgo,"Nephrology nurse",O+
female,Dorothy,A,Cass,Taurus,Manufacturers,A+
male,Anthony,C,Springfield,Scorpio,Executive,A+
female,Rose,T,Hagen,Taurus,"Ophthalmic medical assistant",O+
female,Mary,J,Warwick,Sagittarius,"Paper goods machine setter",A+
female,Wanda,D,Bower,Aries,"Airline flight engineer",O+
male,Wilson,V,Waters,Cancer,"Fire dispatcher",O+
male,Sergio,D,Myers,Gemini,"Family services social worker",A+
female,Gertrude,T,Doyle,Aries,"Ship officer",O+
male,Weldon,D,Truitt,Taurus,"Risk and insurance manager",B+
male,Roy,J,Adams,Aquarius,"Reservation and transportation ticket agent",B+
female,Deena,A,Smith,Gemini,"Older worker specialist",B+
female,Shay,R,Davis,Leo,"Photographic retoucher",O+
female,Desiree,A,Breit,Virgo,Manufacturers,B+
female,Kathleen,D,Lang,Libra,"Metal-refining furnace operator",A+
female,Janice,D,Sanchez,Gemini,Statistician,B+
female,Lynda,J,Bigby,Taurus,"Appliance repairer",O+
female,Lola,J,Kelley,Scorpio,Seismologist,O+
male,Ralph,C,Edwards,Cancer,"Cleaning supervisor",A+
male,Richard,J,Karr,Taurus,"Harbor pilot",O-
female,Lee,D,Thompson,Taurus,"Organizational development consultant",O+
male,Justin,C,Cline,Cancer,"Athletic trainer",O+
male,Joel,M,Baker,Capricorn,"Cost engineer",O+
male,James,J,Santos,Leo,"Software quality assurance analyst",A+
male,Santiago,C,King,Scorpio,"Gaming dealer",O+
female,Kathleen,L,Friedel,Aries,"Ornamental ironworker",O+
female,Amanda,H,Everson,Pisces,Biometrician,O+
male,William,I,Cole,Aquarius,"Biomedical engineer",A-
female,Jennifer,P,Spell,Aquarius,"Vocational counselor",A+
male,Willie,G,Barnett,Sagittarius,"English as a second language teacher",O+
male,Scott,M,Strickland,Leo,"Meeting director",A+
male,Paul,L,Segrest,Libra,"Immunology technologist",O+
male,Eugene,C,Jones,Aries,"Rigging chaser",B+
male,Maurice,S,Sipple,Scorpio,"Order filler",O+
male,Daryl,K,Magee,Libra,"Office support team leader",O+
male,Jack,J,Ivy,Aries,"Certified pest control applicator",O+
female,Elizabeth,R,Polston,Cancer,"Ornamental ironworker",O+
male,Joseph,K,Anderson,Gemini,Landlord,O+
male,Charles,S,Ochoa,Libra,"Medical record coder",O+
male,George,P,Roach,Gemini,"Paper goods tender",A+
male,Sean,B,Turner,Scorpio,"Managing editor",O+
male,Andrew,B,Maurice,Pisces,Cabinetmaker,A+
female,Hilda,R,Moser,Scorpio,Housekeeper,A-
female,Amy,E,Stanford,Cancer,"Condominium association manager",O+
female,Lily,E,Knudson,Capricorn,"Industrial economist",O-
female,Tierra,E,Arroyo,Libra,"Oral surgeon",O+
female,Virginia,M,Williams,Cancer,"Rail transportation occupation",A+
male,Willie,L,Burns,Cancer,"Milling and planing machine setter",A+
female,Gloria,T,Ellis,Gemini,"Guitar repairer",A+
female,Deanna,T,Martin,Libra,"Funeral attendant",O+
female,Connie,L,Gallagher,Cancer,"Biomedical equipment technician",O+
male,Ricky,E,Hemmer,Capricorn,"Poultry scientist",O+
male,Joe,H,Webster,Sagittarius,"Travel counselor",O+
female,Martha,A,Drury,Scorpio,Groomer,O+
female,Mary,M,Caldwell,Libra,"Insurance underwriter",A+
male,Ian,W,Pruett,Capricorn,"Fence erector",O+
female,Chasity,E,Johnson,Libra,"Brokerage sales assistant",O+
female,Tina,G,McClendon,Scorpio,"Respiratory therapist",B+
female,Jennifer,C,Nickles,Taurus,Welder,B+
female,Deirdre,C,Hunter,Aquarius,"Registered dietitian",B+
female,Dena,C,Bass,Taurus,"Livestock farmer",O+
female,Ann,J,Steele,Sagittarius,"EEO representative",B+
female,Heather,J,Eells,Cancer,"Power distributor",AB+
female,Lillian,L,Moya,Sagittarius,"Clinical dietitian",A-
female,Helen,C,Quevedo,Pisces,Farmhand,A+
male,Clark,L,Love,Libra,"Operations analyst",O+
male,James,S,Gutierrez,Taurus,"Diesel service mechanic",O+
female,Judith,K,Estes,Scorpio,"Public defender",O+
female,Marian,K,Cotter,Cancer,"Medicinal chemist",O+
male,Robert,V,Rice,Pisces,"Animal control worker",A+
female,Frances,J,Bratt,Scorpio,"ASE teacher",O+
male,Thomas,N,Argueta,Sagittarius,"Floor finisher",O-
male,Christopher,H,Baez,Gemini,"Financial investigator",O+
male,Benjamin,S,Wright,Scorpio,"Ship engineer",B+
female,Rebecca,T,Rios,Sagittarius,"Childcare worker",B+
female,Holly,C,Jones,Sagittarius,"Conservation technician",O+
male,Charlie,O,Jackson,Pisces,"Powerhouse electrician",AB+
female,Racheal,L,Williams,Cancer,"Crushing, grinding, and polishing machine tender",O+
female,Lillian,W,Caldwell,Aquarius,Conciliator,O+
male,Daniel,C,Luce,Cancer,Statistician,O+
female,Linda,S,Washburn,Virgo,"Photographic processing machine operator",O-
female,Mary,B,Clift,Sagittarius,Platemaker,B+
male,Charles,S,Bacon,Cancer,"U.S. Secret Service agent",A+
female,Shirley,J,Cherry,Sagittarius,"Regional geographer",A+
female,Voncile,C,Flores,Pisces,"ABE teacher",O+
female,Sharon,C,Rodriguez,Sagittarius,Farmer,O+
male,John,A,Redick,Capricorn,"Extruding and drawing machine setters",B+
male,Alan,E,Williams,Capricorn,"Refuse and recyclable material collector",A+
male,Joseph,T,Miller,Libra,"Poultry trimmer",A-
female,Renee,F,Solorio,Capricorn,"Religious activities and education director",B+
female,Barbara,F,Harris,Leo,"Administrative technician",O+
male,Justin,M,Davies,Taurus,"Information designer",B+
male,David,G,Ramos,Sagittarius,"Optical goods worker",O+
male,Frank,D,Ruis,Cancer,"Media director",AB+
male,Christopher,K,Mauck,Taurus,"Dental assistant",B+
male,Edgar,W,Jones,Sagittarius,"Electronics repairer",A-
female,Janice,J,Hill,Leo,Administrator,A+
female,Agnes,J,Cook,Capricorn,"Engineering geologist",O+
female,Rebecca,J,Williams,Virgo,"Corporate secretary",A+
female,Brittany,J,Douglas,Virgo,"Financial manager",O+
male,Robert,N,Baker,Pisces,"Unclaimed property officer",O+
male,Paul,J,Rohan,Libra,"Tractor driver",A+
female,Emily,J,Ellis,Aries,Concierge,A+
male,Richard,P,Ammons,Leo,Electrician,B+
male,Sang,I,Clark,Capricorn,"Credit counselor",O+
female,Elvina,M,Parsons,Libra,"Deck officer",O+
female,Georgia,M,Anderson,Libra,"Power plant operator",A+
male,John,J,Haile,Taurus,"Security officer",B+
male,Tom,H,McDaniel,Pisces,"Ordnance handling expert",O+
male,Peter,T,Pettus,Cancer,"Secondary school teacher",A+
male,John,N,Root,Capricorn,"Certified nurse-midwife",O+
male,James,O,Taylor,Aries,"Time recorder",B+
male,Jeremiah,G,Schmidt,Virgo,"Gas appliance repairer",B+
female,Nicole,Z,Davis,Sagittarius,"U.S. Secret Service special agent",O+
female,Elizabeth,R,Bishop,Sagittarius,"Local controller",O+
male,Vaughn,G,Tourville,Capricorn,"Payroll bookkeeper",B+
male,Oscar,E,Hash,Scorpio,Magistrate,A+
female,Jennette,D,Boyd,Taurus,"Employment service specialist",B+
female,Betty,F,Smith,Aquarius,Caulker,A+
female,Joyce,T,Jones,Taurus,"Lead abatement worker",O+
male,Marion,L,Duarte,Virgo,"Precious stone and metal worker",O+
female,Jean,J,Brown,Scorpio,"Podiatric medical assistant",O+
female,Jeannie,D,Jackson,Cancer,"Employment specialist",O+
female,Helen,B,Hill,Leo,"Publications specialist",AB+
female,Marianna,A,Dillon,Leo,Facilitator,A-
female,Micaela,E,Moreau,Pisces,"Health care administrator",B+
female,Sylvia,S,Edgerton,Capricorn,"Gas furnace installer",O+
male,Stefan,A,Provost,Gemini,"Computer database administrator",A+
male,Micah,S,Manley,Cancer,Coder,O+
female,Thelma,S,McBride,Capricorn,"Publication assistant",A+
male,William,H,Eldridge,Aries,"Human resources clerk",O+
male,Luis,M,Uhl,Taurus,"Mental health aide",A-
female,Nancy,C,Grace,Leo,"Fitness worker",O+
female,Mary,M,Ragsdale,Taurus,"Creative writer",B+
male,Christopher,L,Thomas,Aries,"Support staff specialist",O-
male,Scott,P,Hood,Aquarius,"Office machine operator",A+
male,Harold,L,Nelson,Aries,"Poultry farmer",A+
female,Lucille,B,Allen,Taurus,Chemist,B+
female,Karen,A,Keenan,Libra,"Earth driller",O+
female,Janet,M,Curry,Sagittarius,"Floor finisher",B+
female,Ruth,J,Durrah,Aquarius,"Customs inspector",A+
male,Felix,J,Threlkeld,Gemini,"Economic geographer",O+
female,Martha,W,Miller,Scorpio,"Motion picture camera operator",B+
male,Jacob,J,Lopez,Virgo,"Gas plant operator",A+
male,Huey,M,Anderson,Gemini,"Door-to-door sales worker",AB+
male,Edward,I,Walker,Libra,Cabinetmaker,B+
male,Noel,E,Pierce,Libra,"Registered nurse anesthetist",O-
female,Sharon,J,Belt,Pisces,"Computer and information systems manager",O+
male,Jon,M,Cordova,Capricorn,"Window clerk",AB+
female,Jessica,T,Klein,Libra,Firefighter,AB+
female,Elizabeth,D,McKenzie,Virgo,Locksmith,A+
female,Rachel,K,Keller,Taurus,"Recreational vehicle service technician",A+
female,Peggy,R,Sturdivant,Libra,"Operating engineer",AB+
female,Margaret,J,Chapman,Aquarius,"Train dispatcher",A+
female,Roberta,J,Hanks,Pisces,"Coin, vending, and amusement machine servicer",B+
male,David,B,Nagel,Leo,"Inside wire installer",O+
female,Elizabeth,J,Martinez,Capricorn,"Cutting, punching, and press machine setter",O+
female,Lois,D,Barton,Capricorn,"Fitness director",A+
female,Mattie,R,McDonald,Gemini,"Hospice nurse",B+
female,Elizabeth,D,Mosier,Gemini,"Power distributor",A+
female,Ann,B,Steele,Aquarius,"Job placement specialist",A-
female,Barbara,H,Hardy,Scorpio,Finisher,O+
female,Patrice,G,Corbin,Gemini,"Passenger rate clerk",B+
male,Chase,R,Mendez,Libra,"Map editor",O+
male,Brett,L,White,Libra,"Restaurant manager",B+
male,Willard,M,Smith,Capricorn,"Office machine operator",A+
male,Jared,E,Chubb,Taurus,"Environmental chemist",B+
female,Rebecca,M,Boyd,Pisces,"Garbage collector",O+
male,Thomas,A,Tuttle,Virgo,"Glass repairer",B+
male,Matthew,M,Collins,Pisces,"Radio mechanic",A+
male,Ted,L,Scott,Gemini,"Pest control technician",B+
female,Annette,R,Biggers,Aries,"Human resources recruiter",O+
male,David,L,Martin,Pisces,"Telecommunications equipment installer",O+
male,Harry,D,Stenberg,Pisces,"Billing and posting clerk",O+
female,Kelly,N,White,Cancer,"School psychologist",B+
male,Paul,D,Vann,Capricorn,"Inside wire installer",A+
female,Branda,D,Weaver,Leo,"Clinical chemistry technologist",O-
female,Evelyn,B,Hobson,Aquarius,"Activity specialist",O+
male,Ryan,R,Kohler,Libra,"Set and exhibit designer",A+
female,Marissa,J,Tuttle,Aquarius,"Kindergarten teacher",O+
male,Wallace,D,Boston,Taurus,"Animal control worker",O+
male,David,E,Rapoza,Capricorn,"Welding machine setter",O+
female,Shirlee,S,Benoit,Aries,Archaeologist,B+
male,William,C,Kuhn,Leo,"Astronautical engineer",A+
male,William,M,Coursey,Sagittarius,"Job placement specialist",A+
female,Amy,A,Latch,Scorpio,"Vascular sonographer",A+
male,William,C,Powers,Aries,"Surveillance agent",A+
female,Lois,D,Davis,Virgo,"Economic geographer",B+
female,Florence,F,Christiansen,Aries,"Electrical and electronics repairer",B+
male,Miguel,J,Marty,Aquarius,"Mail carrier",O+
female,Elizabeth,P,Ferrell,Aries,"Administrative support manager",B+
male,William,S,Booker,Virgo,"Adult basic education teacher",A+
female,Mary,B,Leonard,Taurus,Macroeconomist,A+
